Model,Dataset,Feature Combination,Accuracy,Precision,Recall,F1 Score,CV_scores(5fold)
Random Forest,TBR-45,Enhanced Color+GLCM+Edge,0.8653,0.8656,0.8653,0.8653,0.8677
K-Nearest Neighbors,TBR-45,Enhanced Color+GLCM+Edge2,0.8135,0.8262,0.8135,0.8122,0.8198
Support Vector Machine,TBR-45,Enhanced Color+GLCM+Edge2,0.8938,0.8952,0.8938,0.8938,0.8939
Random Forest,TBR-45,Enhanced Color+GLCM+Edge2,0.8614,0.8615,0.8614,0.8614,0.8639
K-Nearest Neighbors,TBR-45,Enhanced Color+Edge+Edge2,0.8057,0.815,0.8057,0.8047,0.8141
Support Vector Machine,TBR-45,Enhanced Color+Edge+Edge2,0.8886,0.89,0.8886,0.8886,0.8946
Random Forest,TBR-45,Enhanced Color+Edge+Edge2,0.8575,0.8583,0.8575,0.8575,0.8677
K-Nearest Neighbors,TBR-45,Zernike moments+LBP+GLCM,0.7733,0.7983,0.7733,0.7695,0.7508
Support Vector Machine,TBR-45,Zernike moments+LBP+GLCM,0.8303,0.8345,0.8303,0.83,0.816
Random Forest,TBR-45,Zernike moments+LBP+GLCM,0.7915,0.794,0.7915,0.7913,0.7796
K-Nearest Neighbors,TBR-45,Zernike moments+LBP+Edge,0.7137,0.7304,0.7137,0.7098,0.7086
Support Vector Machine,TBR-45,Zernike moments+LBP+Edge,0.772,0.7777,0.772,0.7713,0.754
Random Forest,TBR-45,Zernike moments+LBP+Edge,0.7565,0.7667,0.7565,0.7549,0.7233
K-Nearest Neighbors,TBR-45,Zernike moments+LBP+Edge2,0.7358,0.7527,0.7358,0.7324,0.7093
Support Vector Machine,TBR-45,Zernike moments+LBP+Edge2,0.7578,0.7652,0.7578,0.7567,0.747
Random Forest,TBR-45,Zernike moments+LBP+Edge2,0.7461,0.7545,0.7461,0.7448,0.7195
K-Nearest Neighbors,TBR-45,Zernike moments+GLCM+Edge,0.75,0.7714,0.75,0.7461,0.7546
Support Vector Machine,TBR-45,Zernike moments+GLCM+Edge,0.8148,0.8196,0.8148,0.8144,0.8026
Random Forest,TBR-45,Zernike moments+GLCM+Edge,0.7953,0.7998,0.7953,0.7949,0.7757
K-Nearest Neighbors,TBR-45,Zernike moments+GLCM+Edge2,0.7642,0.7862,0.7642,0.7607,0.7546
Support Vector Machine,TBR-45,Zernike moments+GLCM+Edge2,0.8161,0.8189,0.8161,0.8159,0.8083
Random Forest,TBR-45,Zernike moments+GLCM+Edge2,0.7824,0.784,0.7824,0.7823,0.7719
K-Nearest Neighbors,TBR-45,Zernike moments+Edge+Edge2,0.6852,0.6989,0.6852,0.6813,0.6971
Support Vector Machine,TBR-45,Zernike moments+Edge+Edge2,0.7552,0.7657,0.7552,0.7535,0.7316
Random Forest,TBR-45,Zernike moments+Edge+Edge2,0.728,0.7368,0.728,0.7263,0.7195
K-Nearest Neighbors,TBR-45,LBP+GLCM+Edge,0.706,0.7279,0.706,0.7004,0.7137
Support Vector Machine,TBR-45,LBP+GLCM+Edge,0.7642,0.7712,0.7642,0.7633,0.7649
Random Forest,TBR-45,LBP+GLCM+Edge,0.7435,0.7462,0.7435,0.7432,0.7431
K-Nearest Neighbors,TBR-45,LBP+GLCM+Edge2,0.7137,0.7381,0.7137,0.7079,0.7163
Support Vector Machine,TBR-45,LBP+GLCM+Edge2,0.763,0.7679,0.763,0.7623,0.7629
Random Forest,TBR-45,LBP+GLCM+Edge2,0.7461,0.7486,0.7461,0.7459,0.7399
K-Nearest Neighbors,TBR-45,LBP+Edge+Edge2,0.6477,0.6679,0.6477,0.6395,0.6498
Support Vector Machine,TBR-45,LBP+Edge+Edge2,0.7345,0.7454,0.7345,0.7324,0.6997
Random Forest,TBR-45,LBP+Edge+Edge2,0.6762,0.6799,0.6762,0.6754,0.6696
K-Nearest Neighbors,TBR-45,GLCM+Edge+Edge2,0.7111,0.7277,0.7111,0.7072,0.7297
Support Vector Machine,TBR-45,GLCM+Edge+Edge2,0.7552,0.7631,0.7552,0.754,0.7597
Random Forest,TBR-45,GLCM+Edge+Edge2,0.7474,0.7518,0.7474,0.7468,0.7393
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+Zernike moments+LBP,0.8368,0.8518,0.8368,0.8355,0.8249
Support Vector Machine,TBR-45,Basic+Enhanced Color+Zernike moments+LBP,0.9054,0.9063,0.9054,0.9054,0.9048
Random Forest,TBR-45,Basic+Enhanced Color+Zernike moments+LBP,0.8744,0.8746,0.8744,0.8744,0.8786
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+Zernike moments+GLCM,0.8394,0.853,0.8394,0.8383,0.8377
Support Vector Machine,TBR-45,Basic+Enhanced Color+Zernike moments+GLCM,0.9106,0.912,0.9106,0.9106,0.9125
Random Forest,TBR-45,Basic+Enhanced Color+Zernike moments+GLCM,0.8808,0.8812,0.8808,0.8808,0.8684
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+Zernike moments+Edge,0.8497,0.8601,0.8497,0.849,0.8351
Support Vector Machine,TBR-45,Basic+Enhanced Color+Zernike moments+Edge,0.9093,0.9099,0.9093,0.9093,0.9054
Random Forest,TBR-45,Basic+Enhanced Color+Zernike moments+Edge,0.8782,0.8788,0.8782,0.8782,0.8773
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+Zernike moments+Edge2,0.8562,0.8665,0.8562,0.8555,0.8364
Support Vector Machine,TBR-45,Basic+Enhanced Color+Zernike moments+Edge2,0.9106,0.9112,0.9106,0.9106,0.908
Random Forest,TBR-45,Basic+Enhanced Color+Zernike moments+Edge2,0.8782,0.8783,0.8782,0.8782,0.8792
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+LBP+GLCM,0.8316,0.8533,0.8316,0.8296,0.83
Support Vector Machine,TBR-45,Basic+Enhanced Color+LBP+GLCM,0.9158,0.9169,0.9158,0.9158,0.9073
Random Forest,TBR-45,Basic+Enhanced Color+LBP+GLCM,0.8705,0.8705,0.8705,0.8705,0.8741
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+LBP+Edge,0.8355,0.8525,0.8355,0.834,0.8281
Support Vector Machine,TBR-45,Basic+Enhanced Color+LBP+Edge,0.9041,0.9048,0.9041,0.9042,0.9054
Random Forest,TBR-45,Basic+Enhanced Color+LBP+Edge,0.8834,0.8836,0.8834,0.8834,0.8805
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+LBP+Edge2,0.8381,0.8543,0.8381,0.8367,0.8268
Support Vector Machine,TBR-45,Basic+Enhanced Color+LBP+Edge2,0.908,0.9089,0.908,0.908,0.9054
Random Forest,TBR-45,Basic+Enhanced Color+LBP+Edge2,0.8718,0.8719,0.8718,0.8718,0.8722
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+GLCM+Edge,0.8316,0.8523,0.8316,0.8297,0.8281
Support Vector Machine,TBR-45,Basic+Enhanced Color+GLCM+Edge,0.899,0.8999,0.899,0.899,0.908
Random Forest,TBR-45,Basic+Enhanced Color+GLCM+Edge,0.8847,0.885,0.8847,0.8847,0.8792
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+GLCM+Edge2,0.8342,0.8515,0.8342,0.8326,0.8326
Support Vector Machine,TBR-45,Basic+Enhanced Color+GLCM+Edge2,0.9054,0.9061,0.9054,0.9054,0.9073
Random Forest,TBR-45,Basic+Enhanced Color+GLCM+Edge2,0.886,0.8861,0.886,0.886,0.8799
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+Edge+Edge2,0.8368,0.8526,0.8368,0.8354,0.8332
Support Vector Machine,TBR-45,Basic+Enhanced Color+Edge+Edge2,0.8977,0.8984,0.8977,0.8977,0.9016
Random Forest,TBR-45,Basic+Enhanced Color+Edge+Edge2,0.8847,0.8848,0.8847,0.8847,0.8831
K-Nearest Neighbors,TBR-45,Basic+Zernike moments+LBP+GLCM,0.7824,0.8076,0.7824,0.7788,0.7629
Support Vector Machine,TBR-45,Basic+Zernike moments+LBP+GLCM,0.8446,0.8472,0.8446,0.8444,0.8288
Random Forest,TBR-45,Basic+Zernike moments+LBP+GLCM,0.8174,0.8198,0.8174,0.8172,0.7859
K-Nearest Neighbors,TBR-45,Basic+Zernike moments+LBP+Edge,0.7552,0.7787,0.7552,0.751,0.7495
Support Vector Machine,TBR-45,Basic+Zernike moments+LBP+Edge,0.8368,0.8408,0.8368,0.8365,0.8147
Random Forest,TBR-45,Basic+Zernike moments+LBP+Edge,0.8212,0.8259,0.8212,0.8209,0.7981
K-Nearest Neighbors,TBR-45,Basic+Zernike moments+LBP+Edge2,0.7759,0.7992,0.7759,0.7724,0.761
Support Vector Machine,TBR-45,Basic+Zernike moments+LBP+Edge2,0.8381,0.8416,0.8381,0.8379,0.8077
Random Forest,TBR-45,Basic+Zernike moments+LBP+Edge2,0.8083,0.8125,0.8083,0.808,0.7891
K-Nearest Neighbors,TBR-45,Basic+Zernike moments+GLCM+Edge,0.7889,0.814,0.7889,0.7854,0.7668
Support Vector Machine,TBR-45,Basic+Zernike moments+GLCM+Edge,0.8368,0.8388,0.8368,0.8367,0.8326
Random Forest,TBR-45,Basic+Zernike moments+GLCM+Edge,0.8238,0.8258,0.8238,0.8238,0.7974
K-Nearest Neighbors,TBR-45,Basic+Zernike moments+GLCM+Edge2,0.7927,0.8149,0.7927,0.7899,0.7725
Support Vector Machine,TBR-45,Basic+Zernike moments+GLCM+Edge2,0.8355,0.8374,0.8355,0.8354,0.8307
Random Forest,TBR-45,Basic+Zernike moments+GLCM+Edge2,0.8212,0.823,0.8212,0.8212,0.793
K-Nearest Neighbors,TBR-45,Basic+Zernike moments+Edge+Edge2,0.75,0.7778,0.75,0.7449,0.7521
Support Vector Machine,TBR-45,Basic+Zernike moments+Edge+Edge2,0.8316,0.8342,0.8316,0.8315,0.8147
Random Forest,TBR-45,Basic+Zernike moments+Edge+Edge2,0.8212,0.8255,0.8212,0.8209,0.7853
K-Nearest Neighbors,TBR-45,Basic+LBP+GLCM+Edge,0.763,0.7975,0.763,0.7571,0.7489
Support Vector Machine,TBR-45,Basic+LBP+GLCM+Edge,0.8342,0.839,0.8342,0.8339,0.807
Random Forest,TBR-45,Basic+LBP+GLCM+Edge,0.8135,0.8166,0.8135,0.8133,0.7872
K-Nearest Neighbors,TBR-45,Basic+LBP+GLCM+Edge2,0.7604,0.7892,0.7604,0.7554,0.7476
Support Vector Machine,TBR-45,Basic+LBP+GLCM+Edge2,0.8303,0.8353,0.8303,0.83,0.8083
Random Forest,TBR-45,Basic+LBP+GLCM+Edge2,0.8212,0.8235,0.8212,0.8211,0.7859
K-Nearest Neighbors,TBR-45,Basic+LBP+Edge+Edge2,0.7345,0.7724,0.7345,0.7265,0.7323
Support Vector Machine,TBR-45,Basic+LBP+Edge+Edge2,0.8238,0.8303,0.8238,0.8233,0.7936
Random Forest,TBR-45,Basic+LBP+Edge+Edge2,0.8057,0.8106,0.8057,0.8053,0.7808
K-Nearest Neighbors,TBR-45,Basic+GLCM+Edge+Edge2,0.7617,0.8003,0.7617,0.7551,0.7495
Support Vector Machine,TBR-45,Basic+GLCM+Edge+Edge2,0.8303,0.8353,0.8303,0.83,0.8045
Random Forest,TBR-45,Basic+GLCM+Edge+Edge2,0.8083,0.8108,0.8083,0.8081,0.7891
K-Nearest Neighbors,TBR-45,Enhanced Color+Zernike moments+LBP+GLCM,0.8368,0.8526,0.8368,0.8354,0.8364
Support Vector Machine,TBR-45,Enhanced Color+Zernike moments+LBP+GLCM,0.9119,0.9134,0.9119,0.9119,0.9073
Random Forest,TBR-45,Enhanced Color+Zernike moments+LBP+GLCM,0.8731,0.874,0.8731,0.8731,0.8677
K-Nearest Neighbors,TBR-45,Enhanced Color+Zernike moments+LBP+Edge,0.8407,0.8532,0.8407,0.8397,0.8256
Support Vector Machine,TBR-45,Enhanced Color+Zernike moments+LBP+Edge,0.8951,0.8958,0.8951,0.8951,0.9054
Random Forest,TBR-45,Enhanced Color+Zernike moments+LBP+Edge,0.8679,0.8686,0.8679,0.8679,0.8722
K-Nearest Neighbors,TBR-45,Enhanced Color+Zernike moments+LBP+Edge2,0.8368,0.8534,0.8368,0.8353,0.8281
Support Vector Machine,TBR-45,Enhanced Color+Zernike moments+LBP+Edge2,0.9003,0.9011,0.9003,0.9003,0.9022
Random Forest,TBR-45,Enhanced Color+Zernike moments+LBP+Edge2,0.8692,0.8702,0.8692,0.8692,0.8728
K-Nearest Neighbors,TBR-45,Enhanced Color+Zernike moments+GLCM+Edge,0.8446,0.8591,0.8446,0.8434,0.8319
Support Vector Machine,TBR-45,Enhanced Color+Zernike moments+GLCM+Edge,0.9041,0.9056,0.9041,0.9041,0.9048
Random Forest,TBR-45,Enhanced Color+Zernike moments+GLCM+Edge,0.8756,0.876,0.8756,0.8757,0.8735
K-Nearest Neighbors,TBR-45,Enhanced Color+Zernike moments+GLCM+Edge2,0.8355,0.8493,0.8355,0.8343,0.8313
Support Vector Machine,TBR-45,Enhanced Color+Zernike moments+GLCM+Edge2,0.9028,0.9039,0.9028,0.9028,0.901
Random Forest,TBR-45,Enhanced Color+Zernike moments+GLCM+Edge2,0.8744,0.8752,0.8744,0.8744,0.8665
K-Nearest Neighbors,TBR-45,Enhanced Color+Zernike moments+Edge+Edge2,0.8368,0.8496,0.8368,0.8357,0.8281
Support Vector Machine,TBR-45,Enhanced Color+Zernike moments+Edge+Edge2,0.899,0.8997,0.899,0.899,0.8958
Random Forest,TBR-45,Enhanced Color+Zernike moments+Edge+Edge2,0.8769,0.8778,0.8769,0.8769,0.8665
K-Nearest Neighbors,TBR-45,Enhanced Color+LBP+GLCM+Edge,0.8212,0.8372,0.8212,0.8197,0.8262
Support Vector Machine,TBR-45,Enhanced Color+LBP+GLCM+Edge,0.8886,0.89,0.8886,0.8886,0.9029
Random Forest,TBR-45,Enhanced Color+LBP+GLCM+Edge,0.8744,0.8749,0.8744,0.8744,0.8639
K-Nearest Neighbors,TBR-45,Enhanced Color+LBP+GLCM+Edge2,0.8148,0.8308,0.8148,0.8131,0.8268
Support Vector Machine,TBR-45,Enhanced Color+LBP+GLCM+Edge2,0.8912,0.8926,0.8912,0.8912,0.9035
Random Forest,TBR-45,Enhanced Color+LBP+GLCM+Edge2,0.8666,0.8668,0.8666,0.8666,0.8735
K-Nearest Neighbors,TBR-45,Enhanced Color+LBP+Edge+Edge2,0.8005,0.8179,0.8005,0.7984,0.8236
Support Vector Machine,TBR-45,Enhanced Color+LBP+Edge+Edge2,0.8912,0.8924,0.8912,0.8912,0.8997
Random Forest,TBR-45,Enhanced Color+LBP+Edge+Edge2,0.864,0.8642,0.864,0.864,0.8652
K-Nearest Neighbors,TBR-45,Enhanced Color+GLCM+Edge+Edge2,0.8109,0.8249,0.8109,0.8094,0.8128
Support Vector Machine,TBR-45,Enhanced Color+GLCM+Edge+Edge2,0.8912,0.8934,0.8912,0.8911,0.8933
Random Forest,TBR-45,Enhanced Color+GLCM+Edge+Edge2,0.8666,0.8666,0.8666,0.8666,0.8613
K-Nearest Neighbors,TBR-45,Zernike moments+LBP+GLCM+Edge,0.7578,0.7834,0.7578,0.7533,0.7495
Support Vector Machine,TBR-45,Zernike moments+LBP+GLCM+Edge,0.8277,0.8311,0.8277,0.8275,0.8121
Random Forest,TBR-45,Zernike moments+LBP+GLCM+Edge,0.7811,0.7848,0.7811,0.7807,0.7776
K-Nearest Neighbors,TBR-45,Zernike moments+LBP+GLCM+Edge2,0.772,0.7964,0.772,0.7683,0.7463
Support Vector Machine,TBR-45,Zernike moments+LBP+GLCM+Edge2,0.8251,0.8297,0.8251,0.8248,0.8115
Random Forest,TBR-45,Zernike moments+LBP+GLCM+Edge2,0.794,0.7969,0.794,0.7938,0.7821
K-Nearest Neighbors,TBR-45,Zernike moments+LBP+Edge+Edge2,0.693,0.7117,0.693,0.6878,0.7125
Support Vector Machine,TBR-45,Zernike moments+LBP+Edge+Edge2,0.7694,0.776,0.7694,0.7686,0.7482
Random Forest,TBR-45,Zernike moments+LBP+Edge+Edge2,0.7513,0.7603,0.7513,0.7499,0.724
K-Nearest Neighbors,TBR-45,Zernike moments+GLCM+Edge+Edge2,0.7332,0.7562,0.7332,0.7284,0.7514
Support Vector Machine,TBR-45,Zernike moments+GLCM+Edge+Edge2,0.8161,0.8203,0.8161,0.8158,0.8013
Random Forest,TBR-45,Zernike moments+GLCM+Edge+Edge2,0.7824,0.7856,0.7824,0.7821,0.7738
K-Nearest Neighbors,TBR-45,LBP+GLCM+Edge+Edge2,0.7163,0.7446,0.7163,0.7096,0.7246
Support Vector Machine,TBR-45,LBP+GLCM+Edge+Edge2,0.7707,0.7771,0.7707,0.7699,0.761
Random Forest,TBR-45,LBP+GLCM+Edge+Edge2,0.7487,0.7514,0.7487,0.7484,0.7438
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+GLCM,0.8446,0.8607,0.8446,0.8433,0.8262
Support Vector Machine,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+GLCM,0.908,0.9099,0.908,0.908,0.9118
Random Forest,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+GLCM,0.8821,0.8827,0.8821,0.8821,0.8722
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+Edge,0.8472,0.8595,0.8472,0.8462,0.8224
Support Vector Machine,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+Edge,0.9028,0.9039,0.9028,0.9028,0.908
Random Forest,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+Edge,0.8886,0.8889,0.8886,0.8886,0.8767
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+Edge2,0.8523,0.8649,0.8523,0.8514,0.8268
Support Vector Machine,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+Edge2,0.9054,0.9063,0.9054,0.9054,0.9061
Random Forest,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+Edge2,0.8782,0.8786,0.8782,0.8783,0.8741
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+Zernike moments+GLCM+Edge,0.8407,0.8554,0.8407,0.8395,0.8288
Support Vector Machine,TBR-45,Basic+Enhanced Color+Zernike moments+GLCM+Edge,0.9093,0.9105,0.9093,0.9093,0.9061
Random Forest,TBR-45,Basic+Enhanced Color+Zernike moments+GLCM+Edge,0.8808,0.8816,0.8808,0.8808,0.8754
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+Zernike moments+GLCM+Edge2,0.8446,0.8599,0.8446,0.8433,0.8326
Support Vector Machine,TBR-45,Basic+Enhanced Color+Zernike moments+GLCM+Edge2,0.9119,0.9127,0.9119,0.9119,0.9061
Random Forest,TBR-45,Basic+Enhanced Color+Zernike moments+GLCM+Edge2,0.8951,0.8958,0.8951,0.8951,0.8728
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+Zernike moments+Edge+Edge2,0.8381,0.8513,0.8381,0.837,0.8281
Support Vector Machine,TBR-45,Basic+Enhanced Color+Zernike moments+Edge+Edge2,0.9054,0.9065,0.9054,0.9054,0.9042
Random Forest,TBR-45,Basic+Enhanced Color+Zernike moments+Edge+Edge2,0.8847,0.8852,0.8847,0.8847,0.8728
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+LBP+GLCM+Edge,0.8251,0.8433,0.8251,0.8234,0.8204
Support Vector Machine,TBR-45,Basic+Enhanced Color+LBP+GLCM+Edge,0.9041,0.9053,0.9041,0.9041,0.9073
Random Forest,TBR-45,Basic+Enhanced Color+LBP+GLCM+Edge,0.8744,0.8745,0.8744,0.8744,0.8837
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+LBP+GLCM+Edge2,0.829,0.8478,0.829,0.8272,0.8268
Support Vector Machine,TBR-45,Basic+Enhanced Color+LBP+GLCM+Edge2,0.9093,0.9105,0.9093,0.9093,0.9099
Random Forest,TBR-45,Basic+Enhanced Color+LBP+GLCM+Edge2,0.8873,0.8878,0.8873,0.8873,0.878
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+LBP+Edge+Edge2,0.8316,0.8488,0.8316,0.83,0.8307
Support Vector Machine,TBR-45,Basic+Enhanced Color+LBP+Edge+Edge2,0.9016,0.9022,0.9016,0.9016,0.9022
Random Forest,TBR-45,Basic+Enhanced Color+LBP+Edge+Edge2,0.8744,0.8749,0.8744,0.8744,0.8754
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+GLCM+Edge+Edge2,0.8161,0.836,0.8161,0.8139,0.8262
Support Vector Machine,TBR-45,Basic+Enhanced Color+GLCM+Edge+Edge2,0.9016,0.9025,0.9016,0.9016,0.9035
Random Forest,TBR-45,Basic+Enhanced Color+GLCM+Edge+Edge2,0.8834,0.8839,0.8834,0.8834,0.8799
K-Nearest Neighbors,TBR-45,Basic+Zernike moments+LBP+GLCM+Edge,0.7772,0.802,0.7772,0.7735,0.7636
Support Vector Machine,TBR-45,Basic+Zernike moments+LBP+GLCM+Edge,0.8368,0.8404,0.8368,0.8366,0.8281
Random Forest,TBR-45,Basic+Zernike moments+LBP+GLCM+Edge,0.8225,0.8247,0.8225,0.8224,0.7911
K-Nearest Neighbors,TBR-45,Basic+Zernike moments+LBP+GLCM+Edge2,0.7915,0.8178,0.7915,0.7879,0.7681
Support Vector Machine,TBR-45,Basic+Zernike moments+LBP+GLCM+Edge2,0.8381,0.8412,0.8381,0.8379,0.8224
Random Forest,TBR-45,Basic+Zernike moments+LBP+GLCM+Edge2,0.8264,0.829,0.8264,0.8263,0.7891
K-Nearest Neighbors,TBR-45,Basic+Zernike moments+LBP+Edge+Edge2,0.7513,0.7818,0.7513,0.7457,0.7463
Support Vector Machine,TBR-45,Basic+Zernike moments+LBP+Edge+Edge2,0.8342,0.8371,0.8342,0.834,0.8109
Random Forest,TBR-45,Basic+Zernike moments+LBP+Edge+Edge2,0.8174,0.8222,0.8174,0.817,0.7827
K-Nearest Neighbors,TBR-45,Basic+Zernike moments+GLCM+Edge+Edge2,0.7759,0.8021,0.7759,0.772,0.7623
Support Vector Machine,TBR-45,Basic+Zernike moments+GLCM+Edge+Edge2,0.8316,0.8339,0.8316,0.8315,0.8243
Random Forest,TBR-45,Basic+Zernike moments+GLCM+Edge+Edge2,0.8199,0.8233,0.8199,0.8197,0.7853
K-Nearest Neighbors,TBR-45,Basic+LBP+GLCM+Edge+Edge2,0.7539,0.794,0.7539,0.7467,0.7431
Support Vector Machine,TBR-45,Basic+LBP+GLCM+Edge+Edge2,0.8277,0.8319,0.8277,0.8274,0.7994
Random Forest,TBR-45,Basic+LBP+GLCM+Edge+Edge2,0.8212,0.8235,0.8212,0.8211,0.7847
K-Nearest Neighbors,TBR-45,Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.8381,0.8543,0.8381,0.8367,0.823
Support Vector Machine,TBR-45,Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9028,0.9042,0.9028,0.9028,0.9048
Random Forest,TBR-45,Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.8666,0.8671,0.8666,0.8666,0.869
K-Nearest Neighbors,TBR-45,Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.8523,0.8663,0.8523,0.8513,0.8243
Support Vector Machine,TBR-45,Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.9016,0.9025,0.9016,0.9016,0.9067
Random Forest,TBR-45,Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.8756,0.8762,0.8756,0.8757,0.8684
K-Nearest Neighbors,TBR-45,Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.8316,0.8472,0.8316,0.8302,0.8249
Support Vector Machine,TBR-45,Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.8938,0.8948,0.8938,0.8938,0.8984
Random Forest,TBR-45,Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.8782,0.8787,0.8782,0.8783,0.8671
K-Nearest Neighbors,TBR-45,Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.8251,0.8393,0.8251,0.8238,0.8281
Support Vector Machine,TBR-45,Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.9028,0.9039,0.9028,0.9028,0.8978
Random Forest,TBR-45,Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.8731,0.8735,0.8731,0.8731,0.8703
K-Nearest Neighbors,TBR-45,Enhanced Color+LBP+GLCM+Edge+Edge2,0.807,0.8227,0.807,0.8052,0.8173
Support Vector Machine,TBR-45,Enhanced Color+LBP+GLCM+Edge+Edge2,0.8886,0.89,0.8886,0.8886,0.8984
Random Forest,TBR-45,Enhanced Color+LBP+GLCM+Edge+Edge2,0.8562,0.8564,0.8562,0.8562,0.8645
K-Nearest Neighbors,TBR-45,Zernike moments+LBP+GLCM+Edge+Edge2,0.75,0.7809,0.75,0.7443,0.7534
Support Vector Machine,TBR-45,Zernike moments+LBP+GLCM+Edge+Edge2,0.8251,0.8289,0.8251,0.8249,0.8051
Random Forest,TBR-45,Zernike moments+LBP+GLCM+Edge+Edge2,0.7915,0.7949,0.7915,0.7912,0.7776
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.8355,0.8525,0.8355,0.834,0.8275
Support Vector Machine,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9106,0.912,0.9106,0.9106,0.9093
Random Forest,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.8769,0.878,0.8769,0.8769,0.8735
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.8394,0.8561,0.8394,0.838,0.8236
Support Vector Machine,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.9132,0.9145,0.9132,0.9132,0.9086
Random Forest,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.8782,0.8784,0.8782,0.8783,0.8748
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.8342,0.8476,0.8342,0.833,0.8275
Support Vector Machine,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.9003,0.9016,0.9003,0.9002,0.9067
Random Forest,TBR-45,Basic+Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.8731,0.8734,0.8731,0.8731,0.8722
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.8381,0.8552,0.8381,0.8366,0.8281
Support Vector Machine,TBR-45,Basic+Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.908,0.9091,0.908,0.908,0.9029
Random Forest,TBR-45,Basic+Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.8834,0.8836,0.8834,0.8834,0.8728
K-Nearest Neighbors,TBR-45,Basic+Enhanced Color+LBP+GLCM+Edge+Edge2,0.8135,0.8341,0.8135,0.8112,0.8166
Support Vector Machine,TBR-45,Basic+Enhanced Color+LBP+GLCM+Edge+Edge2,0.9054,0.9068,0.9054,0.9054,0.9067
Random Forest,TBR-45,Basic+Enhanced Color+LBP+GLCM+Edge+Edge2,0.8834,0.8836,0.8834,0.8834,0.8818
K-Nearest Neighbors,TBR-45,Basic+Zernike moments+LBP+GLCM+Edge+Edge2,0.7772,0.8071,0.7772,0.7727,0.7649
Support Vector Machine,TBR-45,Basic+Zernike moments+LBP+GLCM+Edge+Edge2,0.8329,0.836,0.8329,0.8327,0.8211
Random Forest,TBR-45,Basic+Zernike moments+LBP+GLCM+Edge+Edge2,0.8238,0.8274,0.8238,0.8236,0.7936
K-Nearest Neighbors,TBR-45,Enhanced Color+Zernike moments+LBP+GLCM+Edge+Edge2,0.8264,0.8434,0.8264,0.8248,0.8224
